lake_elevation_ft,observed_at,lake_elevation_source,lake_elevation_source_url,is_forecast,retrieved_at
1283.7,"August 4, 2026",Bureau of Reclamation Grand Coulee Dam Lake Roosevelt Lake Levels,https://www.usbr.gov/pn/grandcoulee/lakelevel/index.html,false,2026-08-27T16:43:25-06:00
